"","project","data_set","site","station","recording_date","recording_time","status","latitude","longitude","is_buffered_location","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","min4_voc","min4_start","min5_voc","min5_start","min6_voc","min6_start","min7_voc","min7_start","min8_voc","min8_start","min9_voc","min9_start","comment","species_comment"
"7955","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","BRCR","Certhia americana","Brown Creeper","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Song",3,"Song","4.3","Song","22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7956","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","GRAJ","Perisoreus canadensis","Gray Jay","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","",NA,"Call","31.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7957","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","LIWI"," ","Light wind","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Song",0.1,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7958","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","RBNU","Sitta canadensis","Red-breasted Nuthatch","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Call",2.3,"Call","0.2","Call","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7959","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","",NA,"Call","49.5","Call","12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7960","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","",NA,"Song","19.3","Song","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7961","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","",NA,"Song","32.8","Song","16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7962","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Song",0.1,"Song","4.9","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7963","Big Grids 2018","BG",18,48,"2018-07-11","5:06:00","Transcribed",55.663917,-113.399215,"f","YBSA","Sphyrapicus varius","Yellow-bellied Sapsucker","3m 1SPM",0,1,0,0,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Non-vocal",10.6,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7964","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","DEJU","Junco hyemalis","Dark-eyed Junco","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","To Be Checked","Song",1.1,"Song","0","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7965","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",5.2,"Song","6.4","Song","4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7966","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,1,0,"No audio quality issues","2","Jake Lewis","ONE","Confident","Song",14.2,"Song","20.1","Song","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7967","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","UNWA"," ","Unknown Warbler","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","To Be Checked","Song",17.3,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7968","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","",NA,"","","Non-vocal","35.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7969","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","WETA","Piranga ludoviciana","Western Tanager","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",8.5,"Song","15.4","Song","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7970","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",0.9,"Song","0.1","Song","8.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7971","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",10.2,"Song","27.8","Song","54.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7972","Big Grids 2018","BG",18,49,"2018-06-17","4:50:00","Transcribed",55.664154,-113.389757,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,1,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","",NA,"Call","4.7","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7973","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","BBWA","Setophaga castanea","Bay-breasted Warbler","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",10.1,"Song","8","Song","8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7974","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","BRCR","Certhia americana","Brown Creeper","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","",NA,"","","Song","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
"7975","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Non-vocal",56.4,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","insect wing noise
"
"7976","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","MOTR"," ","Moderate traffic","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Non-vocal",0.1,"Non-vocal","0.5","Non-vocal","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7977","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","MOWI"," ","Moderate wind","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Non-vocal",0,"Non-vocal","0.1","Non-vocal","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7978","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Call",14,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7979","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",3,"Song","3.7","Song","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
"7980","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Non-vocal",9.5,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","suspect HAWO, could also be DOWO or NOFL"
"7981","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",0.9,"Song","0.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
"7982","Big Grids 2018","BG",18,49,"2018-06-22","4:51:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,2,2,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",1.2,"Song","0.1","Song","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-4"
"7983","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","BBWA","Setophaga castanea","Bay-breasted Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",8.7,"Song","2.5","Song","10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7984","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","BRCR","Certhia americana","Brown Creeper","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",54.4,"Song","4.6","Song","4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7985","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","GCKI","Regulus satrapa","Golden-crowned Kinglet","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",10.9,"Song","0.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7986","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","NOWA","Parkesia noveboracensis","Northern Waterthrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",9.2,"Song","0.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7987","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","0.5","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7988","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",2.2,"Song","4.4","Song","6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7989","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","TEWA","Oreothylpis peregrina","Tennessee Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",2.2,"Song","3","Song","4.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7990","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","",NA,"","","Song","21.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7991","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",3.4,"Song","2.9","Song","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7992","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",4.2,"Song","5","Song","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7993","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","3","Brandon Law","ONE","Confident","",NA,"","","Song","7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7994","Big Grids 2018","BG",18,49,"2018-06-23","4:51:00","Transcribed",55.664154,-113.389757,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","1.7","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7995","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","BBWA","Setophaga castanea","Bay-breasted Warbler","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",55,"Song","56.4","Song","5.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7996","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",8.9,"Song","2.4","Song","1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7997","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","LITR"," ","Light traffic","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7998","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","LIWI"," ","Light wind","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"7999","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",16.8,"Song","38.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8000","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",12.4,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8001","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",2.5,"Song","0.8","Song","11.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8002","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",6.2,"Song","11.5","Song","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8003","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","3","Christopher Wagner","ONE","Confident","Song",10,"Song","9.4","Song","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8004","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","3","Song","26.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8005","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,1,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",7.8,"Song","15.5","Song","31.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8006","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",4.2,"Song","25.2","Song","21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8007","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",19.5,"Song","41.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8008","Big Grids 2018","BG",18,49,"2018-06-26","4:52:00","Transcribed",55.664154,-113.389757,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","3","Christopher Wagner","ONE","Confident","Song",34.1,"Song","9.8","Song","32.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8009","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","ALFL","Empidonax alnorum","Alder Flycatcher","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Call","57.1","Call","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8010","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8011","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",33.9,"Song","3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8012","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","REVI","Vireo olivaceus","Red-eyed Vireo","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","1.7","Song","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8013","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","REVI","Vireo olivaceus","Red-eyed Vireo","3m 1SPM",0,0,1,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",0.5,"Song","0.7","Song","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8014","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",4.3,"Song","7.5","Song","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8015","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","TEWA","Oreothylpis peregrina","Tennessee Warbler","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",4.5,"Song","5.8","Song","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8016","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","TEWA","Oreothylpis peregrina","Tennessee Warbler","3m 1SPM",0,0,1,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",8.8,"","","Song","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8017","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",5.6,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8018","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",9.6,"Song","1.4","Song","8.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8019","Big Grids 2018","BG",18,50,"2018-06-15","4:50:00","Transcribed",55.664242,-113.380126,"f","YEWA","Setophaga petechia","Yellow Warbler","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",9,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8020","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0.2,"Song","1.3","Song","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8021","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8022","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","LITR"," ","Light traffic","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"","","Song","37.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8023","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",15.8,"","","Song","31.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8024","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","RBGR","Pheucticus ludovicianus","Rose-breasted Grosbeak","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"","","Song","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8025","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","REVI","Vireo olivaceus","Red-eyed Vireo","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","TMTC","Confident","Song",0,"Song","0.4","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE: 2-4"
"8026","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",3.4,"Song","2.6","Song","3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"8027","Big Grids 2018","BG",18,50,"2018-06-16","4:50:00","Transcribed",55.664242,-113.380126,"f","TEWA","Oreothylpis peregrina","Tennessee Warbler","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",3.1,"Song","6.2","Song","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
