,X,ALFL,AMBI,AMCO,AMCR,AMGO,AMKE,AMRE,AMRO,AMWI,ATSP,ATTW,BADO,BANS,BAOR,BARS,BAWA,BAWW,BBCU,BBMA,BBWA,BBWO,BCCH,BCFR,BEAV,BEKI,BHCO,BHVI,BLBW,BLJA,BLPW,BLTE,BOCH,BOGU,BOOW,BOWA,BRBL,BRCR,BTNW,BWHA,BWTE,BWWA,CAGU,CANG,CATO,CAWA,CCLO,CCSP,CEDW,CHSP,CMWA,COGR,COLO,CONI,CONW,CORA,CORE,COWW,COYE,COYT,CRCH,CSWA,DEJU,DOGG,DOWO,DUGR,EAKI,EAPH,EUST,EVGR,FOSP,FOTE,FRGU,GADW,GBHE,GCKI,GCTH,GGOW,GHOW,GRAJ,GRCA,GRYE,GWFG,GWTE,HASP,HAWO,HEAI,HEBA,HEDT,HENO,HERA,HETH,HETR,HEWI,HOAR,HOSP,HOWR,KILL,LALO,LBCU,LCSP,LECH,LEFL,LESC,LEYE,LIAI,LIBA,LIDT,LINO,LIRA,LISP,LITN,LITR,LIWI,MALL,MAWA,MAWR,MEGU,MERL,MGWA,MOAI,MOBA,MOBL,MODO,MODT,MONO,MORA,MOTN,MOTR,MOWA,MOWI,MYWA,NAWA,NESP,NOBO,NOFL,NOGO,NONE,NOPO,NOWA,NRWS,NSWO,OCWA,OSFL,OSPR,OVEN,PAWA,PBGR,PHVI,PISI,PIWO,PSFL,PUFI,RBGR,RBGU,RBNU,RCKI,RECR,REDH,RESQ,REVI,RNGR,RNSA,RTHA,RUBL,RUGR,RWBL,SACR,SAVS,SBDO,SEWR,SORA,SOSA,SOSP,SPSA,SPTO,STGR,SWSP,SWTH,TEWA,TOSO,TRES,UNAM,UNBL,UNBT,UNCR,UNCV,UNDU,UNFI,UNFL,UNFR,UNGU,UNKN,UNMA,UNOW,UNPA,UNQK,UNSH,UNSP,UNSW,UNTE,UNTH,UNTRLL,UNVI,UNWA,UNWO,UNYE,VESP,VIRA,WAVI,WBBE,WBNU,WCSP,WETA,WETO,WEWP,WILL,WISN,WIWA,WIWR,WOFR,WOLF,WTDE,WTSP,WWCR,YBFL,YBSA,YEWA,YHBL,YRWA,YWAR,StationKey,Year,Round,RECORDING_DATE,RECORD_TIME,Replicate,Observer,Rain,Wind,Industry,Noise,Latitude,Longitude,EASTING,NORTHING,VISIT,DateTime,DTPosixct,lubridated,Day,Month,Hour,Minute,Second,Site
21,BG-0001-008_2014_1_04-Jul-14_5:00:00 AM_1_7_0_0_0_1_56.24798278_-110.990253_500604_6233680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BG-0001-008,2014,1,04-Jul-14,5:00:00 AM,1,7,0,0,0,1,56.24798278,-110.990253,500604,6233680,BG-0001-008_1_04-Jul-14_5:00:00 AM,2014-07-04 5:00,NA,2014-07-04 5:00,4,7,5,0,0,BG-0001
22,BG-0001-008_2014_1_04-Jul-14_5:00:00 AM_2_7_0_0_0_0_56.24798278_-110.990253_500604_6233680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BG-0001-008,2014,1,04-Jul-14,5:00:00 AM,2,7,0,0,0,0,56.24798278,-110.990253,500604,6233680,BG-0001-008_1_04-Jul-14_5:00:00 AM,2014-07-04 5:00,NA,2014-07-04 5:00,4,7,5,0,0,BG-0001
25,BG-0001-009_2014_1_03-Jun-14_5:00:00 AM_1_7_0_0_2_0_56.24792644_-110.9736154_501635_6233674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BG-0001-009,2014,1,03-Jun-14,5:00:00 AM,1,7,0,0,2,0,56.24792644,-110.9736154,501635,6233674,BG-0001-009_1_03-Jun-14_5:00:00 AM,2014-06-03 5:00,NA,2014-06-03 5:00,3,6,5,0,0,BG-0001
26,BG-0001-009_2014_1_03-Jun-14_5:00:00 AM_2_7_0_0_0_0_56.24792644_-110.9736154_501635_6233674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BG-0001-009,2014,1,03-Jun-14,5:00:00 AM,2,7,0,0,0,0,56.24792644,-110.9736154,501635,6233674,BG-0001-009_1_03-Jun-14_5:00:00 AM,2014-06-03 5:00,NA,2014-06-03 5:00,3,6,5,0,0,BG-0001
29,BG-0001-009_2014_1_14-Jun-14_5:00:00 AM_1_1_0_0_1_0_56.24792644_-110.9736154_501635_6233674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,BG-0001-009,2014,1,14-Jun-14,5:00:00 AM,1,1,0,0,1,0,56.24792644,-110.9736154,501635,6233674,BG-0001-009_1_14-Jun-14_5:00:00 AM,2014-06-14 5:00,NA,2014-06-14 5:00,14,6,5,0,0,BG-0001
30,BG-0001-009_2014_1_14-Jun-14_5:00:00 AM_2_1_0_0_1_0_56.24792644_-110.9736154_501635_6233674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,BG-0001-009,2014,1,14-Jun-14,5:00:00 AM,2,1,0,0,1,0,56.24792644,-110.9736154,501635,6233674,BG-0001-009_1_14-Jun-14_5:00:00 AM,2014-06-14 5:00,NA,2014-06-14 5:00,14,6,5,0,0,BG-0001
31,BG-0001-010_2014_1_02-Jul-14_5:00:00 AM_1_7_0_0_1_0_56.24798498_-110.9578975_502609_6233681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,BG-0001-010,2014,1,02-Jul-14,5:00:00 AM,1,7,0,0,1,0,56.24798498,-110.9578975,502609,6233681,BG-0001-010_1_02-Jul-14_5:00:00 AM,2014-07-02 5:00,NA,2014-07-02 5:00,2,7,5,0,0,BG-0001
32,BG-0001-010_2014_1_03-Jul-14_7:00:00 AM_1_7_0_0_2_0_56.24798498_-110.9578975_502609_6233681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,BG-0001-010,2014,1,03-Jul-14,7:00:00 AM,1,7,0,0,2,0,56.24798498,-110.9578975,502609,6233681,BG-0001-010_1_03-Jul-14_7:00:00 AM,2014-07-03 7:00,NA,2014-07-03 7:00,3,7,7,0,0,BG-0001
33,BG-0001-010_2014_1_03-Jul-14_7:00:00 AM_2_7_0_0_1_0_56.24798498_-110.9578975_502609_6233681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,BG-0001-010,2014,1,03-Jul-14,7:00:00 AM,2,7,0,0,1,0,56.24798498,-110.9578975,502609,6233681,BG-0001-010_1_03-Jul-14_7:00:00 AM,2014-07-03 7:00,NA,2014-07-03 7:00,3,7,7,0,0,BG-0001
34,BG-0001-010_2014_1_05-Jul-14_5:00:00 AM_1_1_0_0_1_0_56.24798498_-110.9578975_502609_6233681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,BG-0001-010,2014,1,05-Jul-14,5:00:00 AM,1,1,0,0,1,0,56.24798498,-110.9578975,502609,6233681,BG-0001-010_1_05-Jul-14_5:00:00 AM,2014-07-05 5:00,NA,2014-07-05 5:00,5,7,5,0,0,BG-0001
35,BG-0001-010_2014_1_05-Jul-14_5:00:00 AM_2_1_0_0_0_0_56.24798498_-110.9578975_502609_6233681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,BG-0001-010,2014,1,05-Jul-14,5:00:00 AM,2,1,0,0,0,0,56.24798498,-110.9578975,502609,6233681,BG-0001-010_1_05-Jul-14_5:00:00 AM,2014-07-05 5:00,NA,2014-07-05 5:00,5,7,5,0,0,BG-0001
38,BG-0001-011_2014_1_13-Jun-14_5:00:00 AM_1_1_0_0_1_0_56.24801434_-110.9416794_503614_6233685,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,BG-0001-011,2014,1,13-Jun-14,5:00:00 AM,1,1,0,0,1,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_13-Jun-14_5:00:00 AM,2014-06-13 5:00,NA,2014-06-13 5:00,13,6,5,0,0,BG-0001
39,BG-0001-011_2014_1_15-Jun-14_5:00:00 AM_1_7_0_0_0_0_56.24801434_-110.9416794_503614_6233685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,BG-0001-011,2014,1,15-Jun-14,5:00:00 AM,1,7,0,0,0,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_15-Jun-14_5:00:00 AM,2014-06-15 5:00,NA,2014-06-15 5:00,15,6,5,0,0,BG-0001
40,BG-0001-011_2014_1_15-Jun-14_5:00:00 AM_2_7_0_0_0_0_56.24801434_-110.9416794_503614_6233685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,BG-0001-011,2014,1,15-Jun-14,5:00:00 AM,2,7,0,0,0,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_15-Jun-14_5:00:00 AM,2014-06-15 5:00,NA,2014-06-15 5:00,15,6,5,0,0,BG-0001
41,BG-0001-011_2014_1_16-Jun-14_10:00:00 AM_1_7_0_0_1_0_56.24801434_-110.9416794_503614_6233685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,BG-0001-011,2014,1,16-Jun-14,10:00:00 AM,1,7,0,0,1,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_16-Jun-14_10:00:00 AM,2014-06-16 10:00,NA,2014-06-16 10:00,16,6,10,0,0,BG-0001
42,BG-0001-011_2014_1_16-Jun-14_10:00:00 AM_2_7_0_0_0_0_56.24801434_-110.9416794_503614_6233685,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,BG-0001-011,2014,1,16-Jun-14,10:00:00 AM,2,7,0,0,0,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_16-Jun-14_10:00:00 AM,2014-06-16 10:00,NA,2014-06-16 10:00,16,6,10,0,0,BG-0001
43,BG-0001-011_2014_1_19-Jun-14_5:00:00 AM_1_1_0_0_0_0_56.24801434_-110.9416794_503614_6233685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,BG-0001-011,2014,1,19-Jun-14,5:00:00 AM,1,1,0,0,0,0,56.24801434,-110.9416794,503614,6233685,BG-0001-011_1_19-Jun-14_5:00:00 AM,2014-06-19 5:00,NA,2014-06-19 5:00,19,6,5,0,0,BG-0001
44,BG-0001-012_2014_1_01-Jun-14_5:00:00 AM_1_7_0_0_2_0_56.24800569_-110.925542_504614_6233685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BG-0001-012,2014,1,01-Jun-14,5:00:00 AM,1,7,0,0,2,0,56.24800569,-110.925542,504614,6233685,BG-0001-012_1_01-Jun-14_5:00:00 AM,2014-06-01 5:00,NA,2014-06-01 5:00,1,6,5,0,0,BG-0001
45,BG-0001-012_2014_1_01-Jun-14_7:00:00 AM_1_1_0_0_1_0_56.24800569_-110.925542_504614_6233685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,BG-0001-012,2014,1,01-Jun-14,7:00:00 AM,1,1,0,0,1,0,56.24800569,-110.925542,504614,6233685,BG-0001-012_1_01-Jun-14_7:00:00 AM,2014-06-01 7:00,NA,2014-06-01 7:00,1,6,7,0,0,BG-0001
